userName,score,at,content
mujib dwinandy rusydi,1,10/19/2022 8:04,Saya pengguna lama traveloka. Bintang yang kemarin 5 saya turunkan jadi 1. Saya mengajukan paylater tapi ditolak dan tidak ada keterangan atau penjelasan apapun. Thanks buat traveloka. Mungkin saya cari aplikasi tetangga yang lain.
saputra Perdiansyah,2,10/19/2022 7:58,baik
pandu budi satria,1,10/19/2022 7:38,Refund pembatalan hampir sebulan lebih uang blm balik2.. Tanya ke cs jawaban slalu di ulur2.. Trimakasih traveloka..
Jalaludin Jalaludin,1,10/19/2022 7:14,"Daftar pay later susah bgt, menyelesaikan tahap 1 aja ga bisa"
Elshine Official,5,10/19/2022 5:17,"soo good, so easy, so confidence, so savely"
suyadi abumuhammad,5,10/19/2022 4:57,semoga selalu prima dalam pelayanan
novitawati anna,5,10/19/2022 4:12,mantap
Boy Sianturi,5,10/19/2022 3:48,Ok
Ni Putu Dewi Tutyani,5,10/19/2022 3:46,sangat memudahkan untuk pilih akomodasi ketika mau liburan maupun dinas luar kota
eyanti 565,5,10/19/2022 3:29,Sukses sll dan ttp amanah y🙏
Theresia Esa Paliling,4,10/19/2022 3:28,sangat praktis
Catarina Setiya sari,3,10/19/2022 2:48,puas
Hana Rumatarai,4,10/19/2022 2:37,"Halo Admin ada masalah keamanan sehingga paylaternya gagal terus, mohon bantuannya"
Muhammad Toyyib,5,10/19/2022 2:30,nice
Turino Ino,5,10/19/2022 2:28,Mantap apk ini
Anugrah Judas,5,10/19/2022 2:16,good job traveloka
Kokoh Andriwan,5,10/19/2022 1:56,manteeep deh traveloka 😘😘😘
Suherman Herman,5,10/19/2022 0:55,Sangat membantu dalam perjalanan kami
Bedjoe Nasuha,5,10/19/2022 0:44,Keren
Raden Idham,5,10/19/2022 0:25,Top banget
Febry Arbiantoro,5,10/19/2022 0:15,memudahkan
Maria AngeLa,1,10/19/2022 0:11,Sangat sangat kecewa dengan pelayanan Traveloka apalagi customer service yang lelet dan tidak bertanggungjawab. Baru kali ini kecewa .
Sumadi Ganesha Operation,5,10/18/2022 23:47,Selalu baik saat dipakai utk pembelian tiket
Dunia Semantik,1,10/18/2022 23:28,"Udahlah un instal aja aplikasi traveloka dari hape kalian, Aplikasi paling gak konsisten dalam bisnis online, najis.."
achmad supriadi,5,10/18/2022 22:48,good
Ficky Prasetia,5,10/18/2022 22:44,cepat dan mudah
corta viola,1,10/18/2022 21:50,Ini aplikasi penipu driver. Saldo yang udah kita dptkan cape2 narik tidak di transfer ke rekening driver oleh traveloka. Aplikasi penipu pencuri. Kalo bisa jangan pake aplikasi ini lagi.
Elfa Diana,5,10/18/2022 21:33,Semoga dll zc MK y HH nya d. GGBl
dian eka saputra st,5,10/18/2022 20:54,terbaik
JGOR GAMERS,1,10/18/2022 20:16,Pesan tiket pesawat ga bisa..
meilani patrianingrum,5,10/18/2022 19:46,mudah banget
Mat Dadong,5,10/18/2022 18:26,thebest
Iqbal Mahruzar,5,10/18/2022 18:20,good aplication
Vindu Pramana,5,10/18/2022 17:11,mudah digunakan dan dimengerti
Murni HomeSpa,1,10/18/2022 15:27,Saya kecewa sekali limit tiba2 di nol kan padahal bayar tidak pernah telat selalu ontime malah seperti ini terhadap customer. Sering beli juga dr traveloka malah seperti ini hasilnya..!!
alifiah indry,1,10/18/2022 14:35,Aplikasi nda jelas!!!!
Putri Tina,1,10/18/2022 12:24,Setiap saya mau chat cs traveloka selalu diabaikan dan tiba2 terselesaikan sendiri tanpa saya mengeluarkan keluhan saya...saya tidak bisa mengajukan refund karna pihak traveloka yg mengabaikan chat saya...buang2 uang saja
Lina Astuti,5,10/18/2022 12:05,mantap
Farida Syarifah,5,10/18/2022 10:42,gooooood
Avianto Kusumo,5,10/18/2022 10:13,Good Job
ebyt Dance mooy,5,10/18/2022 10:04,Sangat baik
andi rustam,5,10/18/2022 8:45,lebih di permudahkan lg kayak tbah ok
Joyce Tobing,5,10/18/2022 8:25,Untuk pemula memakai Traveloka sangat mudah ternyata.
Dente 1535,5,10/18/2022 8:04,Oke
anton Sinaga,3,10/18/2022 7:58,Bermasalah
Andi Hasnita,4,10/18/2022 7:54,sangat memuaskan.
Edo d r,3,10/18/2022 6:59,Aslamualaikum kak kenapa menu paylater sy bisa pada sat nentuin lokasi gk bisa ke pencet mohon di perbaiki lagi
Tony H,5,10/18/2022 6:53,Sangat berguna
Novrida Lutfillah,5,10/18/2022 6:30,ok
wayan andi,5,10/18/2022 6:25,ok
Meydian Nugraha,5,10/18/2022 6:21,Nice
Suparno BEKASI,5,10/18/2022 6:08,cukup mudah dan banyak pilihannya
sofyan ian,5,10/18/2022 6:04,layanan cepat traveloka keren
Rian Setiya,1,10/18/2022 5:53,Saya kecewa dengan apk ini mengajukan paylater tidak di setujui tolong hapus data2 sya tkut di slah gunkan dan sya akan unstal kembali atw hpus apk ini krna mengecewakn
Yen Candra87,2,10/18/2022 5:50,promo voucher nya gk bisa dipakai
firmansriwijaya,4,10/18/2022 5:29,Cukup memudahkan
Novita Saka,5,10/18/2022 5:06,"keren..mudah pesan tiket, mudah pula reschedule"
Rachmi Fauziah,5,10/18/2022 4:20,sesimpel itu mesen tiket
Kt Santra,5,10/18/2022 4:14,Kapan ada epic sale lagi ya?
Miftahudin Jack,5,10/18/2022 3:42,mantap
taufiq hidayat,5,10/18/2022 3:39,mantap
Predi Handayanto,5,10/18/2022 3:32,mantap
Ighoz Naiobe,1,10/18/2022 3:31,Udah 1 Minggu verifikasi paylater gk kelar kelar..parah amat Traveloka...sangat amat parah
Novia Fauzia,4,10/18/2022 3:27,😎😎😎👋👋👋
Wan Java,5,10/18/2022 3:04,tingkatkan pelayanannya...... 👍
ika restu,5,10/18/2022 2:36,Memudahkan
Darwin Ali,3,10/18/2022 1:58,Lama proses instalnya
Andre Ibnu Hasan,5,10/18/2022 1:09,cepat dan tepat
syafii fii,5,10/18/2022 0:48,mantap
Rian Ariantadi,5,10/18/2022 0:40,mantap
Zulhakki SE,5,10/18/2022 0:34,respon cepat dan mudah penggunaan aplikasinya trimakasih traveloka
LR Shoes,1,10/17/2022 23:57,"Dasar aplikasi sialan. Jgn pernah beli dengan metode bayar ditempat, walaupun kalian sudah bayar ditempat kalian tetap di tagih di kartu kredit. Kalaupun konfirmasi ke cs proses penyelesaiannya ribet memakan waktu berbulan bulan. Makan tu uang saya, saya haramkan semoga cepat bangkrut ini aplikasi"
Adnan Firrdaus,5,10/17/2022 23:10,ok
Jacky Handoko,4,10/17/2022 22:59,praktis & cepat
Pidetzh BESET (Si BESET),1,10/17/2022 19:44,"kecewa bgt sama traveloka. pesan tiket bus jkt-bali ternyata pas sy sampai terminal pulo gebang, agen bus nya tutup. Uang tiket yg sdh sy transfer bagaimana?"
Pengguna Google,5,10/17/2022 17:40,sangat mudah dan cepat
Muhammad Aryando,1,10/17/2022 15:56,"Jangan pesan tiket di traveloka, aplikasi sampah saya refund menggunakan kartu kredit, tapi tagihan tidak berkurang, saya refund sesuai keterangan yang tertera di hotel tsb, masih dalam jangka waktu batas pengajuan refund dan pemutusan kebijakan secara sepihak, sangat tidak profesional sebagai agen tiket pesawat dan hotel, kalo bisa saya kasih bintang -5"
Busrochiman Roy,5,10/17/2022 15:43,is the best
Radiat Surahman,3,10/17/2022 14:50,lumayan
cecep purnama,5,10/17/2022 14:20,Mantafff
Ryan Ryan,5,10/17/2022 14:12,keren Traveloka
Hairul Nangka,5,10/17/2022 14:08,👍mempermudah pemesanan perjalanan
wildandolf 45,5,10/17/2022 13:58,Keren sekali bisa untuk menonton
Vincent Sujanto,5,10/17/2022 12:50,mantap!!
sulardi prayitno,5,10/17/2022 12:35,"Harganya pasti , no tipu tipu"
Andreas Poniran,5,10/17/2022 12:28,keren
Indra Jaya,5,10/17/2022 12:16,memuaskan
Erik Maulana,5,10/17/2022 12:10,mantap ga ribet mau beli tiket pesawat
Ng Joni,5,10/17/2022 12:04,nice
Siti Marwah,5,10/17/2022 12:03,murah dan mudah untuk bepergian kemanapun 👍🙂
Hildedardis D,5,10/17/2022 10:49,good
Rinaldi Taslim,5,10/17/2022 10:36,sangat baik
Kristyan Aditya Nugroho,5,10/17/2022 10:31,Sangat membantu sekali
Utin Ritayanti,5,10/17/2022 10:20,tiket saya kok belum terkirim ke email padahal sudah terbayar
Okky Trannoto,5,10/17/2022 10:15,Banyak promo dan pelayanan cukup memuaskan
vida Lopez,5,10/17/2022 10:07,bgussss skx Traveloka
Rusmawan Daud,5,10/17/2022 8:57,oklah
Aldy Romadhon,5,10/17/2022 8:39,cukup baik
Naik S,5,10/17/2022 8:06,cepat dan gampang
Nur Isnain Ulumando,5,10/17/2022 7:53,Memudahkan
ini itu,5,10/17/2022 7:48,good
zulkifli crp,5,10/17/2022 6:09,sangat bagus
Teguh Priyantoro,5,10/17/2022 5:47,mantap
Andri Syahrial AR,5,10/17/2022 5:17,nice application. thanks traveloka
ahmad majdi,5,10/17/2022 5:02,simple...
Iyan Terra,5,10/17/2022 4:22,❤😍
Kiki Martayadi,5,10/17/2022 3:42,mudah aman
Syafii Azkaazkia,5,10/17/2022 3:28,mantaf
bagus yulian,5,10/17/2022 3:15,puas
Fauziah Uzi,4,10/17/2022 2:38,praktis
Muhammad Ikhsan,5,10/17/2022 1:16,good
Zain Jen,2,10/17/2022 0:11,t/
Rendy Tri Mukti,1,10/16/2022 23:51,Payah menu eatnya sama sendnya kok gak ada
Wawan Karyawan,5,10/16/2022 23:03,Jadi buggy ewqqd wq
Dony Rakhmat Albar,5,10/16/2022 19:31,ternyata bermanfaat jg utk byr pajak
kelvin taunu,5,10/16/2022 18:08,Recom
Chivas Regal,5,10/16/2022 15:39,cukup baik
Azhar Har,5,10/16/2022 15:25,cepat dan mudah
apri adi,5,10/16/2022 14:37,ok
adios amigo,5,10/16/2022 13:13,ok
Noer Hamidi,5,10/16/2022 12:50,aplikasi bermanfaat
Aldo Unconk,5,10/16/2022 12:08,sangat bagus
Hp Baru,5,10/16/2022 10:54,mantaaaap
Agus Malimbulun,5,10/16/2022 10:38,Kenapa pengajuan paylatter Card sdah 2 mggu lbih blm di proses yah?
Philips Paparenu,3,10/16/2022 9:22,memudahkan
Maulana Ae,5,10/16/2022 8:33,memudahkan.
Andriyani Mam Daffa&naflah,5,10/16/2022 6:55,kalo bisa jangka waktu pembayaran di panjangkan jgn hanya 1/2 jam.
Lucie Melanie,5,10/16/2022 6:40,mudah dan cepat
walid bimantoro,1,10/16/2022 6:34,"Jgn pakai aplikasi ini! saya ada penerbangan ke jakarta dibatalkan oleh maskapai,, ini bayar nya cash loh, masa ada tambahan dana 400 ribu ,udah rugi waktu masa rugi uang lagi, sehat traveloka,, mending jgm pakai ini aikasi lagi, ga ada supportnya sama sekali jika ada masalah"
adjiedwiantoro dwi,5,10/16/2022 6:21,pembelian tiket yg lebih praktis
aan nofiantoro,5,10/16/2022 5:55,Traveloka
Yan Adi Nugroho,5,10/16/2022 5:53,mantap
Surya Cahyono,4,10/16/2022 5:47,Ok
Latif Febrianto,5,10/16/2022 5:17,membantu sekali
daman sulistyo,4,10/16/2022 5:16,om
Sahlin Sahlina,2,10/16/2022 4:32,"Beli tiket bis bertele tele,, ditunggu lama banget tau nya refund tolong di perbaiki kualitasnya perjalanan saya jdi tertunda"
aris widodo,5,10/16/2022 4:26,easy and enjoy
Peres Wetipo,5,10/16/2022 4:26,Sangat mudah dan tertolong
Samsung Galaxy,5,10/16/2022 3:39,oke
Pra Nata,5,10/16/2022 2:34,"cepat, tepat, mudah"
ADE KARISMA OFFICIAL,1,10/16/2022 2:28,Aplikasi jelek.
andre saputra,5,10/16/2022 2:15,Bagusss
didik 1976,1,10/16/2022 1:39,buruk sekali
Eka Bayu Pramanda Sakti,1,10/16/2022 1:08,"Semalam saya top up saldo di travelokapay, cuma sampai saat ini saldo belum bertambah.saya coba menghubungi customer service traveloka malah di lempar ke Cs uangku. Mohon untuk solusinya bagaimana"
Ardhy Madagaskar,5,10/15/2022 22:54,Aplikasinya bagus Bagai mana cara Mendapat kan ajarin dong
Febri Random,5,10/15/2022 22:30,Ggod
Sopian pian,1,10/15/2022 18:08,Registrasinya sulit banget uninstal aja deh
Diah Rahmi Fitria,1,10/15/2022 17:53,Bad appliances
Efa Susanti,1,10/15/2022 17:21,"Sy dpt voucher dari Traveloka, tp tdk bisa digunakan sampai Voucher habis kadaluarsanya, tdk bisa ngasih solusi dg msl nya, katanya sudah dipakai, tp yg makai jg gak dikasih tau...payah deh, hilang begitu aja voucher aku..."
Iskandar Hadi_nyata,5,10/15/2022 16:15,jozz
Muchtar Sinaga,5,10/15/2022 15:54,👍
Rifqi K,5,10/15/2022 13:46,membantu
Lukman Aryanto,1,10/15/2022 13:45,"Paylater nya masih belum bisa di gunakan padahal gak pernah telat bayar, dan aneh nya paylater nya masih belum bisa di pake tapi selalu dapet notifikasi promo paylater"
Ilham lapulga,1,10/15/2022 13:44,Booking hotel kesalahan akhirnya di pindah hotel lain dan tidak sesuai kemauan
Viandy Pratama,5,10/15/2022 13:33,sangat bagus buat perjalanan keliling dunia
kaisar samosir,1,10/15/2022 13:32,"skor paylater saya turun, setelah saya tanya kenapa, dibilang saya tidak ada aktivitas paylater...jelas jelas saya baca di syarat & ketentuannya hanya ada 3 hal menyebabkan skor turun yaitu pembayaran terlambat, kredit terlalu banyak dalam 1 bulan & memesan perjalanan secara mendadak...tidak ada menyebutkan sama sekali bahwa tidak ada aktivitas paylater bisa menyebabkan skor turun. Sungguh mengecewakan, apa yang disampaikan tidak sesuai"
Doyan Review,1,10/15/2022 13:26,"Kualitas applikasinya jelek, slain ada default check tambahan fitur pas booking kita ga butuh, di tambah tanggalan default hari ini kl ga teliti checkin bukan d tanggal yg kita mau tapi d tanggal hari kita buka applikasi, saya korbannya ga bisa refund ga bs reschedule, ratusan ribu nguap aja, jd udah di uninstal sih applikasinya, mendingan ke applikasi tetangga lebih ramah pemakaian nya..bye2 traveloka"
Al Taufiq,5,10/15/2022 10:38,Mantap
firman klay,1,10/15/2022 10:24,"Awal traveloka bagus sampai sy kasih bintang 5, kok sekarang malah tambah Parah systemnya, sudah 3bln refund dana blum juga cair.. dikemanakan dananya yaa"
Andhika Pratama,5,10/15/2022 9:56,sangat membantu
Herwindo Wansood,5,10/15/2022 9:52,good girl
Niken Nita Viera,5,10/15/2022 9:38,aplikasinya mudah digunakan mantap pollll
rosiana anggraini,1,10/15/2022 8:17,Paylater dpt limit 10jt tp ga bs dipake alasan masa covid skrg kayanya udh new normal
Fitri Leo SN,5,10/15/2022 6:42,"Terima kasih atas pelayanannya,...sangat memuaskan👍🙏"
Wayu Yudi,5,10/15/2022 5:59,top
Daniel Jonny,5,10/15/2022 5:51,good👍🏻👍🏻👍🏻
Asep Gondrong,5,10/15/2022 5:49,mantap
Neng Uchi,5,10/15/2022 5:39,cepet praktis ... dan terpercaya
rian marewa,5,10/15/2022 5:37,👍👍👍
Dian Indayani,5,10/15/2022 5:34,tingkatkan.trus pelayanannya....bravo
Abang Kuswara Amijaya,5,10/15/2022 5:17,cepat
Gilbeth Arisyaldi,5,10/15/2022 5:02,Sangat bagus
bio eka,1,10/15/2022 4:46,Aplikasi busuk booking pesawat kena cancel di tangung customer saat pakai paylater. Nambah nambah pula ini pembayaran pay later nya aplikasi mengecewakan mending pindah ke aplikasi sebelah aja deh. Lebih mudah dan jelas
Gunter Prien,1,10/15/2022 4:39,Kamar yg saya pesan tidak sesuai..single bed jadi twin bed.. Gimana ini traveloka..gak bisa refund lagi..kapok saya pake traveloka..kali ini saja! Kita ini jauh2 jalan2 pengen seneng2 bayar mahal2 buat perjalanannya malah dibuat kesal!
Candra Darusman,5,10/15/2022 4:39,mantap
Subagja Bungsu77,5,10/15/2022 4:21,cukup memuaskan
Gogon mlaku,5,10/15/2022 4:13,uplikasi bagus sangat membantu perjalanan
Ponco Ariyono,1,10/15/2022 4:03,Payah
Muhammad Saleh,4,10/15/2022 3:14,tercepat
ewin riance,5,10/15/2022 0:00,ok
Rojaq Himura,4,10/14/2022 23:58,cepat dan tanggap
bard brunner,4,10/14/2022 23:19,good service
priadi is back Vlog,5,10/14/2022 19:47,"belum ada keluhan selama pake traveloka,.. semoga permintaan khusus selalu di penuhi pihak hotel... good work travelokadulu"
Sembirig Sembiriv,1,10/14/2022 18:09,jangan lelet
Gio Pratama,1,10/14/2022 15:25,"Hati Hati isi di Traveloka paylater datanya di sebar luaskan , jangan Skali "" isi data di Traveloka untuk paylater."
Siti Sopiah,1,10/14/2022 15:00,Eror app ga jelas masa baru donwload mau daftar ga bisa dikata sandi nya salah mulu heran
fyl mandiri,5,10/14/2022 12:10,lengkap dan cepat
Amat Alimashar,5,10/14/2022 11:13,ok
Rieny Lestari,1,10/14/2022 10:57,"Saya sudah lama pakai traveloka, pertama sy kasih bintang 5 karna emang bagus. Dan gampang digunakan. Tapi sekarang sy benar benar kecewa. Karna sy ada keperluan mendadak dan mendesak jadi sy pesan tiket hotel dan mobil di traveloka. Setelah itu limit sy dibikin jadi nol dengan alasan kebanyakan. Padahal masih ada 400rb lagi. Seharusnya traveloka bangga karna semua menu nya berguna. Tapi sy diperlakukan seperti ini. Anda banyak saingan lo. Membuat sy berfikir untuk beralih kepada yg lain."
Dicka Davarell,5,10/14/2022 10:03,apk ini mempermudahkan saya memesan kamar hotel
yohanes margareta,5,10/14/2022 9:56,nice and easy
Mahmud Sadiq,1,10/14/2022 8:43,Tiket pesawt lion air mks jkt pagi jam 9
Yuli Yuliana,1,10/14/2022 8:41,"Kecewa banget, ga usah kasih penawaran diskon kalau uang orang bisa hangus padahal blm terpakai. Masa modal sendiri pakai jangka waktu pula, belum selesai pesanan udh expired waktunya. Mau jadi penipu ngambil uang orang jangan pakai modus diskon"
Sari Palangka,5,10/14/2022 8:04,sangat membantu
Diamond Dark Blue,5,10/14/2022 7:47,"Kemarin malam saya pesan kamar hotel, dan pembayaran lewat mbking dan jumlah yang saya transfer tidak sesuai nominal nya, lalu saya refund ke pihak traveloka , untuk pengambilan dana, lalu pihak traveloka memproses refund saya, dan sekarang dana saya kembali ke rekening saya dengan nominal yang sama sebelum saya transfer,, TERIMA KASIH TRAVELOKA ATAS PELAYANAN KENYAMANAN UNTUK CUSTOMER NYA🥰"
Rizki Wiramulia,5,10/14/2022 7:10,Sangat membantu banget mendapatkan hotel yg murah2
usman hasan,5,10/14/2022 7:07,saya suka
Firman Syah,5,10/14/2022 7:07,Semoga sukses buat traveloka
vira rikakaya,5,10/14/2022 6:52,good
Irwan Syah,5,10/14/2022 6:32,Good job
aloysius nicko,5,10/14/2022 5:55,sangat membantu
Muji Husin,3,10/14/2022 5:11,Tolong dong solusinya refund seharusnya masuk ke rekening tangal 03 Oktober 2022 tapi sampai saat ini belum masuk ke rekening
Farel Naf,5,10/14/2022 4:11,sangat bagus
Wiwid Suharyono,4,10/14/2022 3:54,so far so good
Teguh Sarwono,5,10/14/2022 3:21,ok lahhhh...... berharap harga bisa lebih bersaing lagi
Conas kun,5,10/14/2022 3:11,sangat membantu
Second Chanel,5,10/14/2022 3:00,sangat membanty
jeihan abdy,1,10/14/2022 2:53,aplikasi buruk
Andreas Andreas,5,10/14/2022 2:47,bagus
Moch Saiful,5,10/14/2022 2:14,terimakasih Uda bikin transaksi cepat
Dina Madi00,5,10/14/2022 2:11,The best
Ibnu Amin Official,5,10/14/2022 2:10,oke
MadiBaM Sully MadiRaM.,5,10/14/2022 1:54,TerDepan
Andhi Lulu,5,10/14/2022 1:31,bagus.
Kris Tiyanto,2,10/14/2022 1:27,aplikasi lambat
malik usman,5,10/14/2022 1:03,Luar biasai
son of duck,1,10/14/2022 0:10,"Berulang gagal terus donlod, padahal dah ganti wfi & paket data tetep ga bisa. Nyoba donlod yg lain malah bisa."
Evelyn Gerungan,5,10/13/2022 23:52,"sangat membantu, luar biasa, terima kasih 🙏"
fathan arik,5,10/13/2022 18:34,mantabbb
Pujikiss Kiss,4,10/13/2022 16:15,ok
darminto channel,5,10/13/2022 15:43,good
Frans William,1,10/13/2022 15:13,Aplikasi sampah. Ngak masuk-masuk kode nya.
indra pro,3,10/13/2022 14:20,Perbaikan agar lebih mudah lagi menggunakan aplikasinya
Ragil Bungsuu,5,10/13/2022 14:01,baik
Muhammad Hairul anwar,5,10/13/2022 13:37,Selalu
Faqih Musyaffa,5,10/13/2022 12:59,cukup membantu
Septinus Jarisetouw,5,10/13/2022 12:58,Terima kasih
Eka Pramana,5,10/13/2022 11:59,puas
Ferdinans Dey,5,10/13/2022 11:50,Mantap
Keluarga Lipukasih,5,10/13/2022 11:10,sangat membantu
Aden wijaya,4,10/13/2022 11:07,bagus
Anita Purwaningsih,1,10/13/2022 11:00,tiba tiba saldo saya diambil padahal di villa saya booking sudah bayar cash tapi uang saya di kartu debit tetap diambil
matius alex,4,10/13/2022 10:38,👍
fitra ilham,2,10/13/2022 10:15,"Min klo pesawat sdah tidak bisa terbang itu tiket ny gak usah di jual dong min, soalnya diley nya gak jelas,dan ganti waktu penerbangan seenaknya saja orang juga punya kepentingan cba di perhatikan sja dan bila perlu blacklist aj, soalnya kantor ny jga gak jelas di mana....,....."
Sapri Sappe ATT II,1,10/13/2022 9:15,ok
aji prammudyo,5,10/13/2022 9:14,mantap
M. Fajar Rachman,1,10/13/2022 9:01,gak berfungsi paylater
Naila Salsabila,5,10/13/2022 7:31,Ila sayang banget sama umi
Abdul Wahab,5,10/13/2022 6:50,sukses mantap2
Mochamad Sidik77,5,10/13/2022 6:33,mudah dan terbaik
Muri Muri,5,10/13/2022 5:21,jempol 4
Novaldo Dwi,1,10/13/2022 4:09,Kupon tdk bisa dipakai pdhl sudah memenuhi persyaratan semua. Setelah dicoba berulang kali keterangan kupon habis. Mohon diperbaiki lg ya
Ridwan fadhil Baihaqi,5,10/13/2022 2:40,mantul
adii handayadi,1,10/13/2022 2:27,"aplikasi gak jelas daftar aja kesalahan mulu aplikasi aneh jangan pernah dw dh ya aplikasi kaga danta data diri udah bener salah mulu perihal karakter dll , tot"
Ria Kuheba,5,10/13/2022 2:27,Lebih perktis bookingnya
Theresia Hant,4,10/13/2022 1:27,layanan baik. prosesnya cepat.
andika setyana,5,10/13/2022 0:59,aplikasi responable. sangat praktis
Indah Sriyanti,5,10/13/2022 0:57,goodjob
Iwan Suwandi,1,10/12/2022 23:15,"L Ok uh-huh lol c, ok no"
Selvy Nurliani,5,10/12/2022 22:32,handal dalam melayani custumer
afif renjiro,5,10/12/2022 22:02,sangat membantu
Arfah Emil,5,10/12/2022 21:47,Transparan mudah terjamin mampu memecahkan masalah dan respon yang sangat baik untuk pelayanan apabila terkait permasalahan konsumen. Sukses selalu
Ade Fajar,5,10/12/2022 21:46,Powerful
Irfan Sahadi,4,10/12/2022 21:17,"Sudah baik, hanya saja untuk paylater belum bisa digunakan untuk keperluan beli pulsa, token dan sebagainya. Andai fitur ini bisa digunakan, sangat membantu sekali, saya kasih 5 bintang. Tingkatkan untuk pelayanan nya agar lebih baik lagi!"
Lynxx,5,10/12/2022 20:31,Nice
Mafatichul Fuadi,5,10/12/2022 18:18,Memudahkan perjalanan
