"","klasifikasi","score","text"
"2577","Positif",1,"ndjkskwlkekwknemekekekkwkkkskekekkesjjqjwjwkkkkakskwkwkkkzkamsmekkwkkkwkwkkwmwmmmwkkakwkwkekejjjjjjjkklkkejwkwkwkkwwkekkskqkwmqkwkoozkakskmsmsmdmdmddmskkekdkekskekejekkekwkeenmwwmwmsammamsmdlwlzmmdmekmsmlwmwkekmsmmamsmlsammsmsmmsmsmźzmzmsmamammsmsmamamsmsmsmsmskwllwlwlamwmwlmwkwlelelalwmammzmelslkalwlkromosomamlslslmsm ideal ekke oeossk eieklekwllasls ekekks wkwk kel ekal ewkow k kk ok jjkewazmaa qkomlllkiolliooiioiioooooooomakksmsmznsizekwnamamwkememsmsmakwmwmwmamwmwmaawnammsam"
"2578","Positif",1," memudahkan"
"2579","Netral",0,"aeniemutusan sek mitra tanomasi jg dwonload dg aenipu"
"2580","Negatif",-2,"kecewa sihcuma mesan hotel  temen  bilang aktivitas mencurigakan ater sami nonaktifkan"
"2581","Netral",0,"aractise  kebutuhan    "
"2582","Netral",0,"keren  terik tingkatkan  yanan nya"
"2583","Netral",0,"good"
"2584","Netral",0,"full service"
"2585","Netral",0,"good"
"2586","Netral",0,"mantap"
"2587","Positif",1," memudahkan"
"2588","Netral",0,"transaksi cedan kadang dangan harga"
"2589","Positif",2,"cuy  kasih limit skor bagus taak   i traveloka ngelawak"
"2590","Positif",2," menggunkan travrloka ndak  kendal smua lancar mugunaan ater smua lancar ndk  kendala   virtual number  membantu  menguntungkan terima kasih"
"2591","Positif",1,"gam  cepat"
"2592","Netral",0,""
"2593","Positif",1,"cepat"
"2594","Positif",1,"terbaik"
"2595","Netral",0,"good"
"2596","Netral",0," membantu"
"2597","Netral",0,"حححححححححسححححح"
"2598","Positif",1,"mari  uninstal from  aidak  paylater  samsaat   ha jgn download   sho belanja makanan  tiket dll  smua  aurikk"
"2599","Negatif",-1,"payah traveloka udah  bayar transaksi  es ditunda  tiket ga terbit alasannya  kesalahan teknis  error  refund  banget     bayar transaksi ga nyam menit amdah  memuaskan"
"2600","Positif",1,"  bagus  tis semoga  oke"
"2601","Netral",0,"good"
"2602","Netral",0,"good"
"2603","Netral",0,"refund tiket pesawat   dadies  kode verifikasi   email rescs  fast res"
"2604","Negatif",-1," sinyal jd ayaran susah"
"2605","Negatif",-1,"karan  nya ribet"
"2606","Positif",2,"es cepat"
"2607","Positif",1,"cepat"
"2608","Netral",0,"ok"
"2609","Netral",0,"bintang  aja yh kesemaan  milik allah"
"2610","Netral",0,"oke"
"2611","Netral",0,"ok"
"2612","Netral",0,"aternya   dinonaktifkan tanebab"
"2613","Netral",0,"mantap"
"2614","Netral",0,"traveloka mantaaaap"
"2615","Positif",3," es refund dana  butuh beberaam aja  sam   ngan nya gede banget tolong   ees refund kaya  biar duit    "
"2616","Netral",0,"good"
"2617","Negatif",-1," kecewa  traveloka  aternya  blokir  skor turun     tagihan   kenna blokir sarang syaa   traveloka uninstal aja  aasi"
"2618","Netral",0,""
"2619","Negatif",-1," terselesaikan   thanks"
"2620","Positif",2,"refund ticket wat taisitu udh sukses  uangnya  masuk gila siii dri tanggal  samsekarang  masuk  disuruh ecekan trus samsekarang "
"2621","Netral",0,"good"
"2622","Netral",0," membantuuu"
"2623","Netral",0,"cedan akurat"
"2624","Positif",1,"bagus"
"2625","Netral",0,"mudah cedan "
"2626","Netral",0,"mesti au "
"2627","Netral",0,"best a  membantu "
"2628","Netral",0," membantu  elian tiket"
"2629","Positif",1,"han terbaik"
"2630","Netral",0,"good"
"2631","Netral",0,"good"
"2632","Netral",0,"so fast respon"
"2633","Positif",2,"yth admin traveloka mohon ijin    login  akun   verifikasi  no hp  smswa  aktif  terima kasih ruslan muchtar"
"2634","Netral",0,"ok"
"2635","Negatif",-1," kenaa  daftar sih masukin word   huruf az giliran udh sesuai ketentuan  ga bsa ga ngerti maunya gimana heran"
"2636","Negatif",-1," to uangku     ayaran kecewa"
"2637","Positif",1,"sim mudah  cepat"
"2638","Netral",0,"ok"
"2639","Netral",0,"simdone"
"2640","Positif",1,"bagus seh"
"2641","Netral",0,"mantaaab"
"2642","Netral",0,"good"
"2643","Positif",1,"cukukian  manfaat"
"2644","Netral",0,"mantap"
"2645","Netral",0," mudah membantu  "
"2646","Netral",0,"mantap"
"2647","Netral",0,"onal"
"2648","Positif",3,"tes  kalo  murahtanggung   keselamatan nya terjamin tambahin bintang full taika  bagus tinggal uninstal  aya"
"2649","Negatif",-1,"njirrrr  gk h    ilang ya"
"2650","Negatif",-1," coba  kalo ribet  uninstal"
"2651","Netral",0,"traveloka  mantas gandos"
"2652","Positif",3,"alhamdulillah  mempermudah driver   orderan  fitur autobid semoga amanah   kedepannya   chat  castamer  dipermudah   link   fitur trave  susah  louding nya   "
"2653","Positif",1,"makasih traveloka memudahkan"
"2654","Netral",0,"good job"
"2655","Netral",0,"nice"
"2656","Netral",0," "
"2657","Netral",0,""
"2658","Netral",0,"blm adi tolak  no recomended "
"2659","Netral",0," membantu"
"2660","Positif",1,"keren  membantu"
"2661","Netral",0," ok ag klo cicilannya bunga ln  lg  ok hehehe"
"2662","Netral",0,"mantap"
"2663","Netral",0,"good"
"2664","Netral",0," "
"2665","Positif",1," bagus"
"2666","Netral",0,"good"
"2667","Positif",1,"cepat"
"2668","Positif",1,"gmn crax  ater kq sya  a  mkanan tdk bsa  aternya"
"2669","Netral",0,"aasi ng norak  takut  a ccan proses berbelit belit pake nulis  kertas  pokonya   aang "
"2670","Netral",0,"oke dah"
"2671","Netral",0,"good"
"2672","Netral",0,"great acation ave security"
"2673","Netral",0,"ok"
"2674","Netral",0,"mudah  cukumbantu"
"2675","Netral",0,"oke"
"2676","Netral",0," membantu"
"2677","Netral",0,"aasi   membantu"
"2678","Netral",0,"mudah  celebih murah   mantaaap"
"2679","Negatif",-1," membatu alanan sy"
"2680","Netral",0," membantu"
"2681","Netral",0,"maaf   i lagiaasi busuk ni"
"2682","Positif",1,"bagus "
"2683","Negatif",-1,"terbantu  ater nya   ya  dii wajib dibayar tewaktu biar limit nya  "
"2684","Positif",1,"bagus"
"2685","Netral",0,"good"
"2686","Netral",0,"mantap"
"2687","Negatif",-1,"membantu cari kamar hotel"
"2688","Netral",0,"goodd  membantu"
"2689","Netral",0,"ok"
"2690","Netral",0,"dftar ater gmn  gk bsa uda masukin alamat     karakter tte  jg note krakter hrus  karakter  blm bsa kasih limit haja ater berulang ulang kali tte bsa gmn k traveloka"
"2691","Netral",0,"bagusss"
"2692","Netral",0,"mantap"
"2693","Netral",0,"very good "
"2694","Netral",0,"ok "
"2695","Netral",0," membantu"
"2696","Netral",0,"aasi andalan  travelling  tiket alanan samhotel i beli  traveloka "
"2697","Positif",1,"   bebankan biaya nelutk konfirmasi  nya langsung aja  eritahuan  email konfirmasi tiket  tani hubungi konsumen"
"2698","Positif",1,"memudahkan"
"2699","Netral",0,"cukubintang cancel beli tiket nya"
"2700","Netral",0,"mantap"
"2701","Netral",0,"good"
"2702","Netral",0,"oke"
"2703","Netral",0,"tambahin  metode ayarannya memakai gojek"
"2704","Positif",1,"keren"
"2705","Netral",0,"rescepat"
"2706","Netral",0,"tks traveloka n hotel  mudah"
"2707","Netral",0,"good"
"2708","Netral",0,"ceya"
"2709","Netral",0,""
"2710","Netral",0," n tiket "
"2711","Positif",1,"josh bagus"
"2712","Netral",0," iklan   you tobe mending  tv aja ganggu gw aja  nonton windah basudara "
"2713","Netral",0,"mantep"
"2714","Netral",0,"terimakasih traveloka"
"2715","Netral",0,"eazy to used"
"2716","Netral",0,"jos"
"2717","Netral",0,"   aasi "
"2718","Positif",1,"bagus"
"2719","Netral",0,"good"
"2720","Negatif",-1," buruk"
"2721","Netral",0,"jarang info iklan kordinasi  online"
"2722","Negatif",-1,"token nya ga   top eleven"
"2723","Netral",0," membantu"
"2724","Positif",1," bagus"
"2725","Positif",1,"bintang      nyoba"
"2726","Netral",0,"penukaran  terbatas  t"
"2727","Netral",0," tis"
"2728","Negatif",-1,"lambat"
"2729","Negatif",-3,"tolong aiki sistem nya ya   login susah bgt  sistem nya gangguan "
"2730","Netral",0,"akurat harga ng bersahabat"
"2731","Netral",0,"cukumbantu"
"2732","Netral",0,"trimakasih"
"2733","Positif",2,"bagus banget"
"2734","Netral",0,"ok"
"2735","Netral",0,"mantaaap"
"2736","Netral",0,"maki n lancar"
"2737","Netral",0,"elian mudah"
"2738","Positif",1," bagus"
"2739","Negatif",-2,"diaiki   sistemnya   login ulang   susah cek nan  cek tiket rbangan   ni"
"2740","Positif",1," istimewa"
"2741","Negatif",-1,"membahayakan ayaran tantp"
"2742","Negatif",-3,"kecewa pindah apk sebelah aja pembayaran  dipersulitttt yg cmn   sistem tf bank  susah"
"2743","Netral",0,"harga ticketnya kaga waras dibanding ingnya"
"2744","Positif",4,"alah aasi aaya gini  memudahkan beian   ribet transfer udah masuk bukti udah  ta tiket     uang  diterima alah mbelek  uang     "
"2745","Netral",0,"mantaaap"
"2746","Netral",0,"pas"
"2747","Netral",0,"hel"
"2748","Netral",0,"hel"
"2749","Netral",0,"tamn ok  data yg  sajikan lengkan akurat "
"2750","Netral",0,"d e eesed eeederee  er  drtsee e ret re dede dr   dre t"
"2751","Positif",1,"lumayan"
"2752","Netral",0,"mantap"
"2753","Positif",2,"bagus  memudahkan"
"2754","Positif",1,"terbaik"
"2755","Netral",0,"good"
"2756","Netral",0," membantu"
"2757","Netral",0,"rini "
"2758","Netral",0,"ok"
"2759","Netral",0,"mantap"
"2760","Positif",1,"  solusi yg tedan terbaik"
"2761","Netral",0,"mantap"
"2762","Netral",0,"terimakasih"
"2763","Positif",1,"travelika sunggu memudahkan    urusan"
"2764","Netral",0,"good apps"
"2765","Netral",0,"aasi a   iya harga tiket  hya mahal  jt   htri  murah  jt   beda kenahal jurusan yg dih "
"2766","Positif",2,"cepat  terpercaya"
"2767","Positif",1,"bagus"
"2768","Positif",1,"cepat"
"2769","Netral",0,"ok"
"2770","Positif",1,"mantab"
"2771","Positif",1,"bagus "
"2772","Netral",0,"memuaskan"
"2773","Netral",0,"mantap"
"2774","Positif",1,"  i traveloka   fitur helnter taekarang ga   telcuma   chat  sdh balas nya  elasan tdk   tdk membantu"
"2775","Netral",0,"good"
"2776","Netral",0,"mantap"
"2777","Positif",1,"h owner  aemen  yg fast resdan bertanggung "
"2778","Netral",0," aktifasi aternya    berbelit klo emnk gk mask kriteria y udh gk lolos jgn  ulur udh x ajuan  gantung kesanya dsruh nunggu seinya manajemen intern traveloka lg tdk  sajacoba diaudit manajemn   kroscek iso nya sdh berjalan alm"
"2779","Positif",1,"bagus"
"2780","Netral",0,"thank you"
"2781","Netral",0,"mantap"
"2782","Netral",0,"good"
"2783","Negatif",-1,"buruk   buruk  rekomendasi   instal"
"2784","Positif",1,"keren"
"2785","Positif",1," traveloka   mudah aman  menyenangkan traveloka  "
"2786","Netral",0,"terimakasih"
"2787","Netral",0,"traveloka  membantu"
"2788","Netral",0,"mantap"
"2789","Netral",0,"good services"
"2790","Positif",1,"bagus"
"2791","Positif",1," membantu krn uang tiketnya tdk hilang   mendadak batal  d n lg dgn tgl  bln yg berilkutnya"
"2792","Netral",0,"good"
"2793","Positif",1,"bagus"
"2794","Positif",1,"bagus  n tiket  mudah"
"2795","Positif",1,"bagus"
"2796","Netral",0,"hai    kenaau booking hotel i ater   yah    i  maret   aja   kenaah   i bertahuntahun ater "
"2797","Netral",0,"just the one traveloka"
"2798","Netral",0,"kemanalebih mudah  traveloka"
"2799","Netral",0,"thanks traveloka"
"2800","Netral",0," membantu me managent eluaran "
"2801","Netral",0,"amazing"
"2802","Netral",0,"kenaaylater  dinonaktifkan    bayar   karna rate  turun"
"2803","Netral",0,"tonget"
"2804","Netral",0,"tis"
"2805","Negatif",-1,"angstngisi alamat aja ribet  amcuih ogah  "
"2806","Netral",0,"puas"
"2807","Netral",0,"mudah   diskonnya agi  ater sumgak  rugiii  saksiii"
"2808","Netral",0,"nice"
"2809","Netral",0,""
"2810","Negatif",-1,"mengecewakan"
"2811","Netral",0,"ok"
"2812","Netral",0,"good"
"2813","Netral",0,""
"2814","Netral",0,"good"
"2815","Netral",0,"kerennn"
"2816","Netral",0,"akunku kesayanganku"
"2817","Netral",0,"parah neh traveloka saldo uang ku ditarik  sek   ribu lbh    n eat    n krn ga gratis ongkir   ga   dibuka  saldo lenya pencuri ulung usaha    berkah  sei  ati ati teman teman"
"2818","Positif",1,"terbaik"
"2819","Netral",0,"aasi aneh udah  foto nya  gak aktif"
"2820","Netral",0,"iya yes "
"2821","Positif",1,"aman cash"
"2822","Netral",0,"  menginstall aasi"
"2823","Netral",0,"aasi a coba ga  login ga  daftar kode verifikasi ga ah muncul  nomor  ga masuk masuk  sinyal bagus jaringan bagus kuota   imn   ga rekomend banget"
"2824","Netral",0,""
"2825","Netral",0,"ok"
"2826","Netral",0,"mantap"
"2827","Netral",0,"masyaallah ternyta sngat mudah aasi traveloka thanks traveloka "
"2828","Netral",0,"manta"
"2829","Netral",0,"ok"
"2830","Netral",0,"jarang dromo hiks"
"2831","Positif",1,"ag bagus utk n tiket wat  hotel   lg skrg bs check in online jd  membantu klo   dlm nan cs nya cenanggaraveloka  recommended"
"2832","Netral",0,"pengajuan refund   "
"2833","Netral",0,"siip"
"2834","Netral",0," membantu"
"2835","Netral",0," bayar ater  ngehang gimana sih"
"2836","Netral",0,"sat set e"
"2837","Netral",0,"yg lo olf ummoxnki njmn d jds nn d mmn no d hmmm dxd ca cm x x"
"2838","Netral",0,"tis"
"2839","Netral",0,"jarang dadiskon"
"2840","Netral",0," ssssssssss"
"2841","Positif",1,"berengsek suka berubah jadwal rbangan tolong  terveloka kordinasi    mas karbangan   jadwal rbangan uda beli tiket sesuai jadwal tanggal mala dirubah mulu  orang  uang"
"2842","Positif",1,"terbaik"
"2843","Netral",0," membantu"
"2844","Netral",0,"ok"
"2845","Netral",0,"kecewa  limit ater terblokir anen  tdk  dibuka  php"
"2846","Netral",0,"mantap"
"2847","Netral",0,"very easy  very good"
"2848","Netral",0,"tis"
"2849","Netral",0,"very good"
"2850","Netral",0,"mantapp"
"2851","Netral",0," membantu"
"2852","Positif",2,"terima kasih"
"2853","Netral",0," jaya"
"2854","Netral",0,"gw  bayar ater mental  home trs  ram  gb gk kuat buka traveloka   bayar gk sih"
"2855","Positif",1,"mudah n cepat"
"2856","Netral",0,"oke"
"2857","Negatif",-1,"ma u li hat k no gimana ya"
"2858","Netral",0,"perfectkeren"
"2859","Positif",4,"refund nya lamaa uang masuk  rek nya   gak tau kasaya blom masuk masuk    minggu"
"2860","Netral",0,"makasi udh ngasih keayaan"
"2861","Negatif",-2," i   ga ribet"
"2862","Netral",0,"jooss"
"2863","Netral",0,"good"
"2864","Netral",0,"mudahmudahan traveloka kedeya dakerjasama  bioskoi    nta bioskoinnya damengakses bioskoa araveloka"
"2865","Netral",0,"ntap"
"2866","Positif",1,"bagus"
"2867","Netral",0," memuaskan"
"2868","Negatif",-2,"  edaan  manusia  haya alloh  tau   kehiduyang layak   jodoh ya alloh swt berfirman  surat  yg   keluarga   bahagiya ammin makasih  ya alloh "
"2869","Netral",0,"pengguna setia traveloka tngat kecewa   i ater utk membeli barang  shobarang sdh sy batalkan taunga hrs ttyar samjt gilaaaaaaa "
"2870","Netral",0," membantu"
"2871","Netral",0,"praktis"
"2872","Netral",0," membantu"
"2873","Positif",1,"bagus"
"2874","Netral",0,""
"2875","Negatif",-1,"pengalaman ama  membatalkan nan karna ditolak k hotel  mengajukan es embalian dana nya    cenderung mengelak  mengembalikan dana   tiket yg   bayar  traveloka gimana sihhh   adil ani bngsattt"
"2876","Netral",0,"fast respon"
"2877","Netral",0,""
"2878","Netral",0,"ok"
"2879","Netral",0,"aplikasinya  jelek saha mengajukan traveloka paylater       kabar terkait keputusan ter acc   nya  beralasan  pemeliharaan sistem haruskah    puas  proses  menunggu  "
"2880","Netral",0,"okey"
"2881","Negatif",-2,"kesalahan rbangan  lakukan k lion air taenai bebankan  konsumen  konsumen yg d rugikan "
"2882","Positif",1,"bagus"
"2883","Positif",2,"terima kasih traveloka  nya  mudah"
"2884","Netral",0,"top"
"2885","Netral",0,"mantap"
"2886","Netral",0,"mantap"
"2887","Netral",0,"berkali kali beli   reschedule kalo beli tiket h"
"2888","Netral",0,"canggih"
"2889","Netral",0," "
"2890","Netral",0,"mantoool"
"2891","Netral",0,"good"
"2892","Negatif",-1,"susah  cs nya reachedule   "
"2893","Netral",0," membantu"
"2894","Positif",1,"mantab aasi nya"
"2895","Positif",1,"bagus lancar yanannya"
"2896","Netral",0,"very good"
"2897","Positif",1," kali  kecewaaaaa  traveloka paylater udah gw bayar lunas ditulisnya limit  dikembalikan ehh gw kena k traveloka limit boro ehhh akun ater  diblokir wadidaw kena k saia "
"2898","Netral",0,"nice"
"2899","Netral",0,"makasih diskonnya"
"2900","Netral",0,"pelayanan jelek banget gausa didownload"
"2901","Netral",0,"jozzzz"
"2902","Netral",0,"saran aja ni  traveloka atter kalok   aja  sam kayak shoya saau travelling  saldo rbisa langsung ambil  sam traveloka"
"2903","Netral",0," membantu"
"2904","Negatif",-1,"tolong aiki min list hotelnya masak n hotel  minggu    dibilang   kamar  coba n      kamar a tuh    kerjasama  hotelnya haaja  daftar"
"2905","Netral",0,"ngurus refund  seminggu   samskrng uang gak  status  aasi uang berhasih  transfer  komn g  tindak  jengkel buanget"
"2906","Netral",0,"praaktiiiss"
"2907","Positif",1," mudah  cepat"
"2908","Positif",1,"terbaik traveloka"
"2909","Netral",0,"user friendly"
"2910","Netral",0,"is the best "
"2911","Netral",0,"excellent"
"2912","Netral",0,"topbgt"
"2913","Netral",0,"mantap"
"2914","Netral",0," kecewa  traveloka  x  order tiket  kakak  kesalahan nama  lucu bin aneh   daftarin nama penumpang  cek berkalikali  namanya   bayar  tiket nama   berubah  emng sistem yg error    unsur kesengajaan  refund  potong admin next pesan tiket  ragu takutnya   dah ah kasih bintang  aja bikin kapok"
"2915","Positif",1,"ok banget nih"
"2916","Negatif",-1,"gara telat kebandara  teracet  tol  uang  hangus juta   nya   balikin samkrang gak  tuh balikin dasar traveloka kejam banget"
"2917","Netral",0,"traveloka ngasih limit ater       gunain aternya  bayarnya gaah telat  tewaktu tnaalam sebulan  aternya gbsa dii  metode ayarannya yah pdhl limitnya utuh belom    cukucewa  ngebantu bgt traveloka   sanan hotel  tiker i ater"
"2918","Positif",1,"pelayanan nya sngt bagus  o nya melimpah"
"2919","Positif",2,"es ayaran cepat"
"2920","Netral",0,"memuda alanan"
"2921","Negatif",-1,"ga  metode ayaran via alfamart  indomart  males menggunkan nya"
"2922","Netral",0,"ok"
"2923","Netral",0,"heem"
"2924","Netral",0,"mantap"
"2925","Positif",1,"bagus"
"2926","Netral",0," gajelas aasinya  ater  gabisa digunain habis dilunasin   bayar  tawaktu loh"
"2927","Positif",1,"bagus"
"2928","Netral",0,"good"
"2929","Negatif",-1,"peloaasi tiket  hotel sayangnya utk tiket sdh kalah bersaing  harga   yg termurah "
"2930","Positif",1," daharga termurah"
"2931","Netral",0,"aktifasi tiket  lbh mudah"
"2932","Netral",0,"ok"
"2933","Netral",0,"good"
"2934","Positif",2,"  fitur nya  mudah  aman"
"2935","Netral",0,""
"2936","Netral",0,"traveloka mantap "
"2937","Netral",0,"good"
"2938","Positif",1,"aasi   bermanfaat"
"2939","Netral",0,"quick rese"
"2940","Positif",1,"bagus"
"2941","Netral",0,""
"2942","Netral",0,"aasu"
"2943","Netral",0,"mantap"
"2944","Netral",0,"aasi yg recomanded"
"2945","Netral",0,"mudah  pesan tiket wat  hotel  i traveloka"
"2946","Netral",0," lu resya"
"2947","Netral",0," sewa mobil    benahi  requirement traveloka  si ewa mobilnya beda beda"
"2948","Netral",0," membantu"
"2949","Positif",1,"bagus"
"2950","Negatif",-1,"pembayarannya  ribet limit viritual account  "
"2951","Netral",0,"mantap"
"2952","Netral",0,"mantalikasi nya"
"2953","Netral",0,"mantap"
"2954","Positif",1," serba mudah"
"2955","Positif",1,"mudah es  yanannya"
"2956","Netral",0,"good"
"2957","Netral",0,"mantap"
"2958","Netral",0,"ganggu"
"2959","Netral",0,"cedan "
"2960","Netral",0,"mantap"
"2961","Netral",0,"traveloka utk urusan rekomand liburan  ok  memuaskan"
"2962","Negatif",-1," membantu  taneluar rumah  terimakasih travelok"
"2963","Netral",0,"good"
"2964","Positif",2,"trm kasih  travelokaalhmdllh   lancar n semoga tdk  kendalathe best traveloka"
"2965","Negatif",-1,"  cari  lainmasih  yg  "
"2966","Netral",0,"ribet uji keamananya sei sengaja k travelokanya"
"2967","Netral",0,"harga beragam  user friendly"
"2968","Positif",1,"aasi terbaik  traveling  hiling gunaannya mudah esnya  cepet"
"2969","Netral",0,"daftar laternya sususah"
"2970","Netral",0," nimbrung  masuk  mitra  bisnis tour and travel gimana ya"
"2971","Netral",0,"mantap"
"2972","Netral",0,"mantap"
"2973","Netral",0,"traveloka emang mantaangat membantu "
"2974","Netral",0,"jozz"
"2975","Netral",0,"bagussss bangetttt"
"2976","Netral",0,"good"
"2977","Netral",0,"mantap"
"2978","Netral",0,"smua  mudah  karna traveloka"
"2979","Negatif",-1,"    free ongkir k k   k   bersaing drivernya    ngeluh"
"2980","Netral",0,"ce mudah"
"2981","Netral",0,"ok"
"2982","Netral",0,"aasi yg  membantu "
"2983","Negatif",-1,"sori gua bintang   iklan  kali   ng iklan ya"
"2984","Positif",1,"bagus"
"2985","Netral",0,"jp"
"2986","Netral",0,"kenaidak   jadwal ng i"
"2987","Netral",0,"oke"
"2988","Netral",0,"mantap"
"2989","Netral",0,"mantap"
"2990","Positif",2,"terima kasih yanannya sim"
"2991","Positif",1,"memudahkan"
"2992","Netral",0,"mantamudah"
"2993","Positif",1,"  bagus"
"2994","Negatif",-2,"cuh gg hi uhhh cukk  o kb uu vii kui jg uuuuuuu uu no ciuman video uhhh gx g chu  curhat gg gg zr chu hu jintao g cuci cukurh tuh bb t uu vii tgu  raffi ijbbh hu uu video g chu chu gg zr gg zr gg rca bcd c v zhen b bb ghz  gthn v hb cxvio ko ni susunya ryy ug iiiiiiiiiiiiiiii  zb ih ghz uhhh hub  ijin gg bb c  uu gk hh bbc hu"
"2995","Netral",0,"good app"
"2996","Netral",0,"jos"
"2997","Netral",0,"nice and hel"
"2998","Netral",0,""
"2999","Netral",0,"kecewa banget  ayamau login  akun   aja ribet banget v al data   butuhin udah lengka"
"3000","Netral",0,""
